Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787310591,10,,Aggregated,2.666667,0.000000,230,280,300,350,420,470,470,470,470,470,470,20,0,230,251.60764184911386,94.48600099858595,466.8791410003905,44.0
1787310592,10,POST,POST /predict,3.800000,0.000000,200,280,300,330,380,420,470,470,470,470,470,25,0,230,238.11206535930978,94.48600099858595,466.8791410003905,44.0
1787310592,10,,Aggregated,3.800000,0.000000,200,280,300,330,380,420,470,470,470,470,470,25,0,230,238.11206535930978,94.48600099858595,466.8791410003905,44.0
1787310593,10,POST,POST /predict,3.333333,0.000000,280,350,420,470,680,740,800,800,800,800,800,32,0,280,317.2280389367188,94.48600099858595,795.4649620005512,44.0
1787310593,10,,Aggregated,3.333333,0.000000,280,350,420,470,680,740,800,800,800,800,800,32,0,280,317.2280389367188,94.48600099858595,795.4649620005512,44.0
1787310594,10,POST,POST /predict,3.333333,0.000000,250,350,390,460,620,740,800,800,800,800,800,36,0,250,306.96002169376396,94.48600099858595,795.4649620005512,44.0
1787310594,10,,Aggregated,3.333333,0.000000,250,350,390,460,620,740,800,800,800,800,800,36,0,250,306.96002169376396,94.48600099858595,795.4649620005512,44.0
1787310595,10,POST,POST /predict,3.428571,0.000000,240,330,380,420,620,740,800,800,800,800,800,40,0,240,298.43650127440924,94.48600099858595,795.4649620005512,44.0
1787310595,10,,Aggregated,3.428571,0.000000,240,330,380,420,620,740,800,800,800,800,800,40,0,240,298.43650127440924,94.48600099858595,795.4649620005512,44.0
1787310596,10,POST,POST /predict,3.875000,0.000000,280,360,420,470,620,740,800,800,800,800,800,44,0,250,309.6921571131216,94.48600099858595,795.4649620005512,44.0
1787310596,10,,Aggregated,3.875000,0.000000,280,360,420,470,620,740,800,800,800,800,800,44,0,250,309.6921571131216,94.48600099858595,795.4649620005512,44.0
1787310597,10,POST,POST /predict,4.000000,0.000000,290,360,390,440,530,680,800,800,800,800,800,50,0,280,307.6699303195346,94.48600099858595,795.4649620005512,44.0
1787310597,10,,Aggregated,4.000000,0.000000,290,360,390,440,530,680,800,800,800,800,800,50,0,280,307.6699303195346,94.48600099858595,795.4649620005512,44.0
1787310598,10,POST,POST /predict,4.200000,0.000000,290,370,420,460,620,740,800,800,800,800,800,52,0,250,301.23149253799613,94.48600099858595,795.4649620005512,44.0
1787310598,10,,Aggregated,4.200000,0.000000,290,370,420,460,620,740,800,800,800,800,800,52,0,250,301.23149253799613,94.48600099858595,795.4649620005512,44.0
1787310599,10,POST,POST /predict,4.500000,0.000000,300,380,440,480,620,740,800,800,800,800,800,58,0,280,304.3235436893281,94.48600099858595,795.4649620005512,44.0
1787310599,10,,Aggregated,4.500000,0.000000,300,380,440,480,620,740,800,800,800,800,800,58,0,280,304.3235436893281,94.48600099858595,795.4649620005512,44.0
1787310600,10,POST,POST /predict,4.300000,0.000000,330,390,440,480,530,680,800,800,800,800,800,62,0,290,306.38762788681385,94.48600099858595,795.4649620005512,44.0
1787310600,10,,Aggregated,4.300000,0.000000,330,390,440,480,530,680,800,800,800,800,800,62,0,290,306.38762788681385,94.48600099858595,795.4649620005512,44.0
1787310601,10,POST,POST /predict,4.300000,0.000000,330,400,440,480,530,680,800,800,800,800,800,65,0,280,300.1587439227688,88.62565400340827,795.4649620005512,44.0
1787310601,10,,Aggregated,4.300000,0.000000,330,400,440,480,530,680,800,800,800,800,800,65,0,280,300.1587439227688,88.62565400340827,795.4649620005512,44.0
1787310602,10,POST,POST /predict,4.200000,0.000000,290,380,400,440,530,650,690,690,690,690,690,71,0,280,309.05265111249093,87.16620499762939,795.4649620005512,44.0
1787310602,10,,Aggregated,4.200000,0.000000,290,380,400,440,530,650,690,690,690,690,690,71,0,280,309.05265111249093,87.16620499762939,795.4649620005512,44.0
1787310603,10,POST,POST /predict,4.500000,0.000000,280,380,430,460,530,650,690,690,690,690,690,75,0,280,307.8051125065152,87.16620499762939,795.4649620005512,44.0
1787310603,10,,Aggregated,4.500000,0.000000,280,380,430,460,530,650,690,690,690,690,690,75,0,280,307.8051125065152,87.16620499762939,795.4649620005512,44.0
1787310604,10,POST,POST /predict,4.500000,0.000000,300,400,440,470,530,650,690,690,690,690,690,78,0,270,308.0480743332233,87.16620499762939,795.4649620005512,44.0
1787310604,10,,Aggregated,4.500000,0.000000,300,400,440,470,530,650,690,690,690,690,690,78,0,270,308.0480743332233,87.16620499762939,795.4649620005512,44.0
1787310605,10,POST,POST /predict,4.200000,0.000000,270,330,400,440,500,650,690,690,690,690,690,83,0,270,303.940267228898,87.16620499762939,795.4649620005512,44.0
1787310605,10,,Aggregated,4.200000,0.000000,270,330,400,440,500,650,690,690,690,690,690,83,0,270,303.940267228898,87.16620499762939,795.4649620005512,44.0
1787310606,10,POST,POST /predict,4.200000,0.000000,270,330,400,430,500,650,690,690,690,690,690,87,0,280,304.6007193333099,87.16620499762939,795.4649620005512,44.0
1787310606,10,,Aggregated,4.200000,0.000000,270,330,400,430,500,650,690,690,690,690,690,87,0,280,304.6007193333099,87.16620499762939,795.4649620005512,44.0
1787310607,10,POST,POST /predict,4.200000,0.000000,280,350,400,460,530,650,690,690,690,690,690,91,0,280,307.4802147251091,87.16620499762939,795.4649620005512,44.0
1787310607,10,,Aggregated,4.200000,0.000000,280,350,400,460,530,650,690,690,690,690,690,91,0,280,307.4802147251091,87.16620499762939,795.4649620005512,44.0
1787310608,10,POST,POST /predict,4.200000,0.000000,300,360,430,460,530,650,690,690,690,690,690,93,0,280,309.52066466656964,87.16620499762939,795.4649620005512,44.0
1787310608,10,,Aggregated,4.200000,0.000000,300,360,430,460,530,650,690,690,690,690,690,93,0,280,309.52066466656964,87.16620499762939,795.4649620005512,44.0
1787310609,10,POST,POST /predict,4.000000,0.000000,300,360,470,530,650,850,980,980,980,980,980,97,0,290,327.9070440721344,87.16620499762939,984.9505140009569,44.0
1787310609,10,,Aggregated,4.000000,0.000000,300,360,470,530,650,850,980,980,980,980,980,97,0,290,327.9070440721344,87.16620499762939,984.9505140009569,44.0
1787310610,10,POST,POST /predict,4.000000,0.000000,360,540,650,690,980,1300,1300,1300,1300,1300,1300,103,0,300,368.414457155365,87.16620499762939,1304.105586001242,44.0
1787310610,10,,Aggregated,4.000000,0.000000,360,540,650,690,980,1300,1300,1300,1300,1300,1300,103,0,300,368.414457155365,87.16620499762939,1304.105586001242,44.0
1787310611,10,POST,POST /predict,4.200000,0.000000,330,460,620,690,980,1300,1300,1300,1300,1300,1300,106,0,300,361.1733444810835,87.16620499762939,1304.105586001242,44.0
1787310611,10,,Aggregated,4.200000,0.000000,330,460,620,690,980,1300,1300,1300,1300,1300,1300,106,0,300,361.1733444810835,87.16620499762939,1304.105586001242,44.0
1787310612,10,POST,POST /predict,4.000000,0.000000,320,460,560,690,980,1300,1300,1300,1300,1300,1300,110,0,290,352.5583381908787,87.16620499762939,1304.105586001242,44.0
1787310612,10,,Aggregated,4.000000,0.000000,320,460,560,690,980,1300,1300,1300,1300,1300,1300,110,0,290,352.5583381908787,87.16620499762939,1304.105586001242,44.0
1787310613,10,POST,POST /predict,4.100000,0.000000,330,410,620,690,980,1300,1300,1300,1300,1300,1300,114,0,290,352.097392596382,87.16620499762939,1304.105586001242,44.0
1787310613,10,,Aggregated,4.100000,0.000000,330,410,620,690,980,1300,1300,1300,1300,1300,1300,114,0,290,352.097392596382,87.16620499762939,1304.105586001242,44.0
1787310614,10,POST,POST /predict,4.000000,0.000000,390,560,620,690,980,1300,1300,1300,1300,1300,1300,119,0,300,357.63484876462996,87.16620499762939,1304.105586001242,44.0
1787310614,10,,Aggregated,4.000000,0.000000,390,560,620,690,980,1300,1300,1300,1300,1300,1300,119,0,300,357.63484876462996,87.16620499762939,1304.105586001242,44.0
1787310615,10,POST,POST /predict,4.000000,0.000000,350,530,620,690,980,1300,1300,1300,1300,1300,1300,125,0,290,352.8095358799328,87.16620499762939,1304.105586001242,44.0
1787310615,10,,Aggregated,4.000000,0.000000,350,530,620,690,980,1300,1300,1300,1300,1300,1300,125,0,290,352.8095358799328,87.16620499762939,1304.105586001242,44.0
1787310616,10,POST,POST /predict,4.000000,0.000000,360,560,630,690,980,1300,1300,1300,1300,1300,1300,126,0,290,350.7806136348379,87.16620499762939,1304.105586001242,44.0
1787310616,10,,Aggregated,4.000000,0.000000,360,560,630,690,980,1300,1300,1300,1300,1300,1300,126,0,290,350.7806136348379,87.16620499762939,1304.105586001242,44.0
1787310617,10,POST,POST /predict,4.100000,0.000000,340,560,630,690,980,1300,1300,1300,1300,1300,1300,129,0,290,349.72666382936035,87.16620499762939,1304.105586001242,44.0
1787310617,10,,Aggregated,4.100000,0.000000,340,560,630,690,980,1300,1300,1300,1300,1300,1300,129,0,290,349.72666382936035,87.16620499762939,1304.105586001242,44.0
1787310618,10,POST,POST /predict,4.000000,0.000000,340,580,720,820,1200,1300,1400,1400,1400,1400,1400,132,0,290,367.2899560302595,87.16620499762939,1410.0452870043227,44.0
1787310618,10,,Aggregated,4.000000,0.000000,340,580,720,820,1200,1300,1400,1400,1400,1400,1400,132,0,290,367.2899560302595,87.16620499762939,1410.0452870043227,44.0
1787310619,10,POST,POST /predict,3.800000,0.000000,280,490,600,630,1400,1600,1600,1600,1600,1600,1600,135,0,300,394.45452403694316,87.16620499762939,1628.1059799948707,44.0
1787310619,10,,Aggregated,3.800000,0.000000,280,490,600,630,1400,1600,1600,1600,1600,1600,1600,135,0,300,394.45452403694316,87.16620499762939,1628.1059799948707,44.0
1787310620,10,POST,POST /predict,3.800000,0.000000,410,630,1100,1200,1400,1600,1600,1600,1600,1600,1600,140,0,300,423.5275582499266,87.16620499762939,1628.1059799948707,44.0
1787310620,10,,Aggregated,3.800000,0.000000,410,630,1100,1200,1400,1600,1600,1600,1600,1600,1600,140,0,300,423.5275582499266,87.16620499762939,1628.1059799948707,44.0
1787310621,10,POST,POST /predict,3.800000,0.000000,490,780,1100,1200,1400,1600,1600,1600,1600,1600,1600,144,0,300,421.01911051385184,87.16620499762939,1628.1059799948707,44.0
1787310621,10,,Aggregated,3.800000,0.000000,490,780,1100,1200,1400,1600,1600,1600,1600,1600,1600,144,0,300,421.01911051385184,87.16620499762939,1628.1059799948707,44.0
1787310622,10,POST,POST /predict,3.600000,0.000000,480,630,1100,1200,1400,1600,1600,1600,1600,1600,1600,151,0,310,419.4308837217226,87.16620499762939,1628.1059799948707,44.0
1787310622,10,,Aggregated,3.600000,0.000000,480,630,1100,1200,1400,1600,1600,1600,1600,1600,1600,151,0,310,419.4308837217226,87.16620499762939,1628.1059799948707,44.0
1787310623,10,POST,POST /predict,3.800000,0.000000,390,490,1100,1200,1400,1600,1600,1600,1600,1600,1600,154,0,310,418.2248393440027,87.16620499762939,1628.1059799948707,44.0
1787310623,10,,Aggregated,3.800000,0.000000,390,490,1100,1200,1400,1600,1600,1600,1600,1600,1600,154,0,310,418.2248393440027,87.16620499762939,1628.1059799948707,44.0
1787310624,10,POST,POST /predict,3.900000,0.000000,420,780,1100,1200,1400,1600,1600,1600,1600,1600,1600,157,0,310,414.37935340111653,87.16620499762939,1628.1059799948707,44.0
1787310624,10,,Aggregated,3.900000,0.000000,420,780,1100,1200,1400,1600,1600,1600,1600,1600,1600,157,0,310,414.37935340111653,87.16620499762939,1628.1059799948707,44.0
1787310625,10,POST,POST /predict,4.000000,0.000000,410,490,1100,1200,1400,1600,1600,1600,1600,1600,1600,163,0,310,410.5386359200554,87.16620499762939,1628.1059799948707,44.0
1787310625,10,,Aggregated,4.000000,0.000000,410,490,1100,1200,1400,1600,1600,1600,1600,1600,1600,163,0,310,410.5386359200554,87.16620499762939,1628.1059799948707,44.0
1787310626,10,POST,POST /predict,4.000000,0.000000,410,490,1100,1200,1400,1600,1600,1600,1600,1600,1600,166,0,300,406.32476656007265,87.16620499762939,1628.1059799948707,44.0
1787310626,10,,Aggregated,4.000000,0.000000,410,490,1100,1200,1400,1600,1600,1600,1600,1600,1600,166,0,300,406.32476656007265,87.16620499762939,1628.1059799948707,44.0
1787310627,10,POST,POST /predict,3.800000,0.000000,330,420,480,1100,1300,1500,1600,1600,1600,1600,1600,174,0,290,396.85418894809663,87.16620499762939,1628.1059799948707,44.0
1787310627,10,,Aggregated,3.800000,0.000000,330,420,480,1100,1300,1500,1600,1600,1600,1600,1600,174,0,290,396.85418894809663,87.16620499762939,1628.1059799948707,44.0
1787310628,10,POST,POST /predict,4.000000,0.000000,330,370,440,480,1200,1300,1600,1600,1600,1600,1600,176,0,290,396.31135979528733,87.16620499762939,1628.1059799948707,44.0
1787310628,10,,Aggregated,4.000000,0.000000,330,370,440,480,1200,1300,1600,1600,1600,1600,1600,176,0,290,396.31135979528733,87.16620499762939,1628.1059799948707,44.0
1787310629,10,POST,POST /predict,4.500000,0.000000,260,350,370,410,480,480,1100,1100,1100,1100,1100,180,0,290,393.4802247942975,83.44883300014772,1628.1059799948707,44.0
1787310629,10,,Aggregated,4.500000,0.000000,260,350,370,410,480,480,1100,1100,1100,1100,1100,180,0,290,393.4802247942975,83.44883300014772,1628.1059799948707,44.0
1787310630,10,POST,POST /predict,4.400000,0.000000,280,350,390,410,480,480,600,600,600,600,600,184,0,290,393.31691717922257,83.44883300014772,1628.1059799948707,44.0
1787310630,10,,Aggregated,4.400000,0.000000,280,350,390,410,480,480,600,600,600,600,600,184,0,290,393.31691717922257,83.44883300014772,1628.1059799948707,44.0
1787310631,10,POST,POST /predict,4.500000,0.000000,280,380,410,440,600,810,940,940,940,940,940,190,0,300,402.76371646828727,83.44883300014772,1628.1059799948707,44.0
1787310631,10,,Aggregated,4.500000,0.000000,280,380,410,440,600,810,940,940,940,940,940,190,0,300,402.76371646828727,83.44883300014772,1628.1059799948707,44.0
1787310632,10,POST,POST /predict,4.400000,0.000000,280,350,380,410,600,810,940,940,940,940,940,194,0,300,400.1672006545294,83.44883300014772,1628.1059799948707,44.0
1787310632,10,,Aggregated,4.400000,0.000000,280,350,380,410,600,810,940,940,940,940,940,194,0,300,400.1672006545294,83.44883300014772,1628.1059799948707,44.0
1787310633,10,POST,POST /predict,4.300000,0.000000,280,350,410,480,600,810,940,940,940,940,940,197,0,300,400.68145015221273,83.44883300014772,1628.1059799948707,44.0
1787310633,10,,Aggregated,4.300000,0.000000,280,350,410,480,600,810,940,940,940,940,940,197,0,300,400.68145015221273,83.44883300014772,1628.1059799948707,44.0
1787310634,10,POST,POST /predict,4.400000,0.000000,290,380,480,570,660,810,940,940,940,940,940,204,0,300,401.5418701959539,83.44883300014772,1628.1059799948707,44.0
1787310634,10,,Aggregated,4.400000,0.000000,290,380,480,570,660,810,940,940,940,940,940,204,0,300,401.5418701959539,83.44883300014772,1628.1059799948707,44.0
1787310635,10,POST,POST /predict,4.400000,0.000000,300,380,520,600,700,840,940,940,940,940,940,205,0,300,400.7391250388847,83.44883300014772,1628.1059799948707,44.0
1787310635,10,,Aggregated,4.400000,0.000000,300,380,520,600,700,840,940,940,940,940,940,205,0,300,400.7391250388847,83.44883300014772,1628.1059799948707,44.0
1787310636,10,POST,POST /predict,4.600000,0.000000,300,410,520,600,700,840,940,940,940,940,940,211,0,290,394.5679243742497,83.44883300014772,1628.1059799948707,44.0
1787310636,10,,Aggregated,4.600000,0.000000,300,410,520,600,700,840,940,940,940,940,940,211,0,290,394.5679243742497,83.44883300014772,1628.1059799948707,44.0
1787310637,10,POST,POST /predict,4.400000,0.000000,300,480,570,650,780,840,940,940,940,940,940,214,0,290,396.2669763409437,83.44883300014772,1628.1059799948707,44.0
1787310637,10,,Aggregated,4.400000,0.000000,300,480,570,650,780,840,940,940,940,940,940,214,0,290,396.2669763409437,83.44883300014772,1628.1059799948707,44.0
1787310638,10,POST,POST /predict,4.400000,0.000000,340,500,600,650,780,840,940,940,940,940,940,217,0,300,397.28902261272344,83.44883300014772,1628.1059799948707,44.0
1787310638,10,,Aggregated,4.400000,0.000000,340,500,600,650,780,840,940,940,940,940,940,217,0,300,397.28902261272344,83.44883300014772,1628.1059799948707,44.0
1787310639,10,POST,POST /predict,4.000000,0.000000,390,510,570,650,720,810,940,940,940,940,940,224,0,310,399.22278288375827,83.44883300014772,1628.1059799948707,44.0
1787310639,10,,Aggregated,4.000000,0.000000,390,510,570,650,720,810,940,940,940,940,940,224,0,310,399.22278288375827,83.44883300014772,1628.1059799948707,44.0
1787310640,10,POST,POST /predict,4.100000,0.000000,340,470,510,530,700,780,940,940,940,940,940,227,0,300,395.68886096459903,83.44883300014772,1628.1059799948707,44.0
1787310640,10,,Aggregated,4.100000,0.000000,340,470,510,530,700,780,940,940,940,940,940,227,0,300,395.68886096459903,83.44883300014772,1628.1059799948707,44.0
1787310641,10,POST,POST /predict,4.100000,0.000000,330,430,480,510,650,720,780,780,780,780,780,233,0,300,392.0436618796424,83.44883300014772,1628.1059799948707,44.0
1787310641,10,,Aggregated,4.100000,0.000000,330,430,480,510,650,720,780,780,780,780,780,233,0,300,392.0436618796424,83.44883300014772,1628.1059799948707,44.0
1787310642,10,POST,POST /predict,4.200000,0.000000,300,420,470,510,650,720,780,780,780,780,780,236,0,300,390.3325788091394,83.44883300014772,1628.1059799948707,44.0
1787310642,10,,Aggregated,4.200000,0.000000,300,420,470,510,650,720,780,780,780,780,780,236,0,300,390.3325788091394,83.44883300014772,1628.1059799948707,44.0
1787310643,10,POST,POST /predict,4.200000,0.000000,250,330,420,430,510,720,780,780,780,780,780,240,0,290,387.5946059665087,83.44883300014772,1628.1059799948707,44.0
1787310643,10,,Aggregated,4.200000,0.000000,250,330,420,430,510,720,780,780,780,780,780,240,0,290,387.5946059665087,83.44883300014772,1628.1059799948707,44.0
1787310644,10,POST,POST /predict,4.200000,0.000000,260,410,430,470,570,660,780,780,780,780,780,246,0,290,388.88606933726146,83.44883300014772,1628.1059799948707,44.0
1787310644,10,,Aggregated,4.200000,0.000000,260,410,430,470,570,660,780,780,780,780,780,246,0,290,388.88606933726146,83.44883300014772,1628.1059799948707,44.0
1787310645,10,POST,POST /predict,4.300000,0.000000,270,420,470,510,660,720,780,780,780,780,780,249,0,290,387.72390553403744,83.44883300014772,1628.1059799948707,44.0
1787310645,10,,Aggregated,4.300000,0.000000,270,420,470,510,660,720,780,780,780,780,780,249,0,290,387.72390553403744,83.44883300014772,1628.1059799948707,44.0
1787310646,10,POST,POST /predict,4.300000,0.000000,270,420,470,510,660,720,780,780,780,780,780,251,0,290,385.68499937044334,83.44883300014772,1628.1059799948707,44.0
1787310646,10,,Aggregated,4.300000,0.000000,270,420,470,510,660,720,780,780,780,780,780,251,0,290,385.68499937044334,83.44883300014772,1628.1059799948707,44.0
1787310647,10,POST,POST /predict,4.200000,0.000000,240,360,420,430,530,620,670,670,670,670,670,258,0,280,380.5452764805918,83.44883300014772,1628.1059799948707,44.0
1787310647,10,,Aggregated,4.200000,0.000000,240,360,420,430,530,620,670,670,670,670,670,258,0,280,380.5452764805918,83.44883300014772,1628.1059799948707,44.0
1787310648,10,POST,POST /predict,4.100000,0.000000,220,390,420,430,560,620,670,670,670,670,670,261,0,290,381.5245098045557,83.44883300014772,1628.1059799948707,44.0
1787310648,10,,Aggregated,4.100000,0.000000,220,390,420,430,560,620,670,670,670,670,670,261,0,290,381.5245098045557,83.44883300014772,1628.1059799948707,44.0
1787310649,10,POST,POST /predict,4.200000,0.000000,240,270,400,420,560,620,670,670,670,670,670,266,0,290,380.3267339961413,83.44883300014772,1628.1059799948707,44.0
1787310649,10,,Aggregated,4.200000,0.000000,240,270,400,420,560,620,670,670,670,670,670,266,0,290,380.3267339961413,83.44883300014772,1628.1059799948707,44.0
1787310650,10,POST,POST /predict,4.200000,0.000000,250,320,440,500,620,670,780,780,780,780,780,271,0,290,384.0209353283242,83.44883300014772,1628.1059799948707,44.0
1787310650,10,,Aggregated,4.200000,0.000000,250,320,440,500,620,670,780,780,780,780,780,271,0,290,384.0209353283242,83.44883300014772,1628.1059799948707,44.0
1787310651,10,POST,POST /predict,4.300000,0.000000,260,390,450,530,620,670,780,780,780,780,780,277,0,290,382.92530610459136,83.44883300014772,1628.1059799948707,44.0
1787310651,10,,Aggregated,4.300000,0.000000,260,390,450,530,620,670,780,780,780,780,780,277,0,290,382.92530610459136,83.44883300014772,1628.1059799948707,44.0
1787310652,10,POST,POST /predict,4.200000,0.000000,260,390,450,530,620,670,780,780,780,780,780,281,0,290,379.6760863593959,83.44883300014772,1628.1059799948707,44.0
1787310652,10,,Aggregated,4.200000,0.000000,260,390,450,530,620,670,780,780,780,780,780,281,0,290,379.6760863593959,83.44883300014772,1628.1059799948707,44.0
1787310653,10,POST,POST /predict,4.300000,0.000000,260,340,450,530,620,670,780,780,780,780,780,285,0,290,377.596118978915,83.44883300014772,1628.1059799948707,44.0
1787310653,10,,Aggregated,4.300000,0.000000,260,340,450,530,620,670,780,780,780,780,780,285,0,290,377.596118978915,83.44883300014772,1628.1059799948707,44.0
1787310654,10,POST,POST /predict,4.200000,0.000000,250,260,340,400,530,570,780,780,780,780,780,289,0,280,374.67488368507776,83.44883300014772,1628.1059799948707,44.0
1787310654,10,,Aggregated,4.200000,0.000000,250,260,340,400,530,570,780,780,780,780,780,289,0,280,374.67488368507776,83.44883300014772,1628.1059799948707,44.0
1787310655,10,POST,POST /predict,4.300000,0.000000,250,260,340,400,530,570,780,780,780,780,780,293,0,280,371.775147344661,83.44883300014772,1628.1059799948707,44.0
1787310655,10,,Aggregated,4.300000,0.000000,250,260,340,400,530,570,780,780,780,780,780,293,0,280,371.775147344661,83.44883300014772,1628.1059799948707,44.0
1787310656,10,POST,POST /predict,4.500000,0.000000,260,340,450,500,570,700,780,780,780,780,780,298,0,280,374.5422399764562,83.44883300014772,1628.1059799948707,44.0
1787310656,10,,Aggregated,4.500000,0.000000,260,340,450,500,570,700,780,780,780,780,780,298,0,280,374.5422399764562,83.44883300014772,1628.1059799948707,44.0
1787310657,10,POST,POST /predict,4.300000,0.000000,260,340,450,500,570,700,780,780,780,780,780,301,0,280,373.0780136843486,83.44883300014772,1628.1059799948707,44.0
1787310657,10,,Aggregated,4.300000,0.000000,260,340,450,500,570,700,780,780,780,780,780,301,0,280,373.0780136843486,83.44883300014772,1628.1059799948707,44.0
1787310658,10,POST,POST /predict,4.300000,0.000000,260,340,450,500,640,720,780,780,780,780,780,303,0,280,373.30410662372753,83.44883300014772,1628.1059799948707,44.0
1787310658,10,,Aggregated,4.300000,0.000000,260,340,450,500,640,720,780,780,780,780,780,303,0,280,373.30410662372753,83.44883300014772,1628.1059799948707,44.0
1787310659,10,POST,POST /predict,4.400000,0.000000,270,500,560,580,780,820,930,930,930,930,930,310,0,290,380.6760728645097,83.44883300014772,1628.1059799948707,44.0
1787310659,10,,Aggregated,4.400000,0.000000,270,500,560,580,780,820,930,930,930,930,930,310,0,290,380.6760728645097,83.44883300014772,1628.1059799948707,44.0
1787310660,10,POST,POST /predict,4.400000,0.000000,250,360,440,550,700,820,930,930,930,930,930,313,0,290,378.79766021085646,83.44883300014772,1628.1059799948707,44.0
1787310660,10,,Aggregated,4.400000,0.000000,250,360,440,550,700,820,930,930,930,930,930,313,0,290,378.79766021085646,83.44883300014772,1628.1059799948707,44.0
1787310661,10,POST,POST /predict,4.200000,0.000000,230,340,440,550,700,820,930,930,930,930,930,318,0,280,374.911743150916,83.44883300014772,1628.1059799948707,44.0
1787310661,10,,Aggregated,4.200000,0.000000,230,340,440,550,700,820,930,930,930,930,930,318,0,280,374.911743150916,83.44883300014772,1628.1059799948707,44.0
1787310662,10,POST,POST /predict,4.600000,0.000000,250,350,500,560,780,880,930,930,930,930,930,322,0,280,373.39876064593597,83.44883300014772,1628.1059799948707,44.0
1787310662,10,,Aggregated,4.600000,0.000000,250,350,500,560,780,880,930,930,930,930,930,322,0,280,373.39876064593597,83.44883300014772,1628.1059799948707,44.0
1787310663,10,POST,POST /predict,4.300000,0.000000,260,360,440,550,700,820,930,930,930,930,930,329,0,280,370.9129520030372,83.44883300014772,1628.1059799948707,44.0
1787310663,10,,Aggregated,4.300000,0.000000,260,360,440,550,700,820,930,930,930,930,930,329,0,280,370.9129520030372,83.44883300014772,1628.1059799948707,44.0
1787310664,10,POST,POST /predict,4.100000,0.000000,260,360,440,550,700,820,930,930,930,930,930,331,0,280,369.2858404350624,83.44883300014772,1628.1059799948707,44.0
1787310664,10,,Aggregated,4.100000,0.000000,260,360,440,550,700,820,930,930,930,930,930,331,0,280,369.2858404350624,83.44883300014772,1628.1059799948707,44.0
1787310665,10,POST,POST /predict,4.200000,0.000000,250,340,380,550,700,820,930,930,930,930,930,339,0,270,364.85763436287556,83.44883300014772,1628.1059799948707,44.0
1787310665,10,,Aggregated,4.200000,0.000000,250,340,380,550,700,820,930,930,930,930,930,339,0,270,364.85763436287556,83.44883300014772,1628.1059799948707,44.0
1787310666,10,POST,POST /predict,4.200000,0.000000,210,270,350,360,580,820,930,930,930,930,930,341,0,270,363.50696101470453,83.44883300014772,1628.1059799948707,44.0
1787310666,10,,Aggregated,4.200000,0.000000,210,270,350,360,580,820,930,930,930,930,930,341,0,270,363.50696101470453,83.44883300014772,1628.1059799948707,44.0
1787310667,10,POST,POST /predict,4.500000,0.000000,210,270,340,360,580,820,930,930,930,930,930,344,0,270,362.2577942151322,83.44883300014772,1628.1059799948707,44.0
